Team,Name,Kills,Deaths,Assists,ADR
FaZe,broky,75,47,10,85
FaZe,Twistzz,56,60,15,80
FaZe,rain,60,57,24,81
FaZe,ropz,51,46,8,63
FaZe,karrigan,57,63,5,71
Natus Vincere,Perfecto,56,48,14,71
Natus Vincere,s1mple,59,63,16,69
Natus Vincere,b1t,54,64,14,74
Natus Vincere,electroNic,59,65,11,69
Natus Vincere,npl,43,63,16,52
