Team,Name,Kills,Deaths,Assists,ADR
Astralis,dupreeh,21,16,1,82
Astralis,Lucky,9,17,0,31
Astralis,Magisk,9,18,7,61
Astralis,gla1ve,4,19,3,41
Astralis,Xyp9x,5,20,3,33
HEROIC,stavn,26,11,5,112
HEROIC,refrezh,19,11,3,68
HEROIC,cadiaN,16,10,7,89
HEROIC,sjuush,17,6,5,78
HEROIC,TeSeS,12,10,3,53
