Team,Name,Kills,Deaths,Assists,ADR
Liquid,EliGE,43,30,8,83
Liquid,shox,43,35,7,94
Liquid,oSee,37,24,7,63
Liquid,NAF,34,29,8,75
Liquid,nitr0,30,31,11,61
9z,dgt,40,38,9,84
9z,max,34,33,10,67
9z,dav1deuS,32,42,7,67
9z,Luken,26,34,3,55
9z,rox,17,40,5,45
