Team,Name,Kills,Deaths,Assists,ADR
Astralis,blameF,60,38,7,106
Astralis,gla1ve,38,39,9,67
Astralis,k0nfig,40,43,13,78
Astralis,Farlig,29,45,10,55
Astralis,Xyp9x,23,42,16,56
Liquid,NAF,50,40,9,92
Liquid,EliGE,43,40,14,88
Liquid,nitr0,41,34,10,70
Liquid,shox,36,42,12,79
Liquid,oSee,35,36,9,59
