Team,Name,Kills,Deaths,Assists,ADR
HEROIC,cadiaN,50,39,13,71
HEROIC,stavn,55,53,13,77
HEROIC,Jabbi,47,49,11,72
HEROIC,TeSeS,44,48,4,59
HEROIC,sjuush,35,56,13,51
GamerLegion,iM,67,44,12,95
GamerLegion,isak,51,46,16,88
GamerLegion,acoR,52,37,9,64
GamerLegion,siuhy,43,54,12,68
GamerLegion,Keoz,30,54,9,48
