Team,Name,Kills,Deaths,Assists,ADR
Astralis,Xyp9x,19,7,4,114
Astralis,Farlig,16,7,4,80
Astralis,k0nfig,18,11,3,97
Astralis,blameF,15,7,3,87
Astralis,gla1ve,15,7,4,89
IHC,nin9,9,16,4,58
IHC,Techno4k,11,16,0,69
IHC,kabal,9,16,0,60
IHC,sk0R,7,18,1,46
IHC,bLitz,3,17,1,33
