Team,Name,Kills,Deaths,Assists,ADR
Imperial,HEN1,45,39,14,74
Imperial,VINI,38,44,13,74
Imperial,Decenty,39,39,8,72
Imperial,felps,41,45,12,69
Imperial,noway,36,46,11,63
FaZe,broky,56,38,10,89
FaZe,frozen,45,44,10,87
FaZe,ropz,39,38,9,67
FaZe,karrigan,38,40,10,63
FaZe,rain,32,41,16,65
