Team,Name,Kills,Deaths,Assists,ADR
G2,m0NESY,18,5,4,110
G2,NiKo,14,3,5,113
G2,huNter-,15,4,2,100
G2,HooXi,9,7,6,68
G2,nexa,8,3,5,52
FURIA,KSCERATO,6,11,0,61
FURIA,FalleN,6,14,4,43
FURIA,yuurih,3,13,3,51
FURIA,chelo,3,13,3,25
FURIA,arT,3,13,1,27
