Team,Name,Kills,Deaths,Assists,ADR
fnatic,mezii,18,20,7,82
fnatic,nicoodoz,18,21,4,79
fnatic,KRIMZ,15,17,4,61
fnatic,roeJ,13,20,3,67
fnatic,FASHR,12,19,2,58
GamerLegion,iM,21,14,5,93
GamerLegion,siuhy,22,13,5,91
GamerLegion,isak,21,17,3,83
GamerLegion,acoR,16,15,3,65
GamerLegion,Keoz,14,19,5,60
