Team,Name,Kills,Deaths,Assists,ADR
Movistar Riders,SunPayus,55,49,20,77
Movistar Riders,alex,53,53,16,73
Movistar Riders,mopoz,56,57,6,59
Movistar Riders,DeathZz,51,57,14,66
Movistar Riders,dav1g,42,62,14,59
TYLOO,Summer,64,49,11,78
TYLOO,SLOWLY,56,59,10,82
TYLOO,somebody,62,52,10,76
TYLOO,AttackeR,47,52,11,66
TYLOO,DANK1NG,47,48,12,53
