Team,Name,Kills,Deaths,Assists,ADR
Vitality,ZywOo,63,50,14,82
Vitality,apEX,52,52,23,87
Vitality,shox,51,49,10,70
Vitality,misutaaa,54,51,7,69
Vitality,Kyojin,49,50,12,70
Evil Geniuses,Brehze,52,58,20,76
Evil Geniuses,MICHU,55,47,9,71
Evil Geniuses,CeRq,50,51,10,62
Evil Geniuses,oBo,47,63,24,87
Evil Geniuses,stanislaw,44,52,13,57
