Team,Name,Kills,Deaths,Assists,ADR
fnatic,mezii,52,43,6,75
fnatic,nicoodoz,44,45,9,69
fnatic,FASHR,39,45,7,65
fnatic,KRIMZ,36,33,7,62
fnatic,roeJ,33,58,11,66
Into the Breach,CRUC1AL,56,34,9,76
Into the Breach,CYPHER,47,46,14,85
Into the Breach,volt,39,39,10,61
Into the Breach,Thomas,48,44,17,70
Into the Breach,rallen,33,42,16,71
