Team,Name,Kills,Deaths,Assists,ADR
paiN,saffee,75,48,16,74
paiN,hardzao,68,54,18,77
paiN,PKL,70,62,18,82
paiN,biguzera,67,68,22,79
paiN,NEKIZ,53,67,16,67
Sharks,Lucaozy,68,73,18,87
Sharks,jnt,63,64,17,69
Sharks,pancc,51,63,14,59
Sharks,realziN,57,69,12,61
Sharks,zevy,56,66,15,58
