Team,Name,Kills,Deaths,Assists,ADR
Imperial,Decenty,20,15,5,89
Imperial,VINI,13,15,5,76
Imperial,HEN1,10,11,4,55
Imperial,noway,14,14,2,51
Imperial,felps,8,17,5,48
Vitality,Spinx,26,16,4,131
Vitality,ZywOo,14,13,8,78
Vitality,flameZ,13,13,5,60
Vitality,mezii,10,10,2,52
Vitality,apEX,8,13,9,44
