Team,Name,Kills,Deaths,Assists,ADR
G2,NiKo,20,10,4,98
G2,huNter-,21,10,2,97
G2,m0NESY,19,10,2,88
G2,Aleksib,12,13,3,61
G2,JACKZ,9,10,4,55
Liquid,EliGE,14,17,3,71
Liquid,oSee,13,17,6,72
Liquid,NAF,13,16,2,69
Liquid,nitr0,6,14,3,31
Liquid,shox,5,18,2,37
