Team,Name,Kills,Deaths,Assists,ADR
FaZe,frozen,16,13,5,76
FaZe,ropz,16,13,3,73
FaZe,broky,14,12,7,55
FaZe,rain,13,18,6,74
FaZe,karrigan,14,19,1,68
HEROIC,nicoodoz,20,16,3,80
HEROIC,sjuush,18,15,6,80
HEROIC,kyxsan,15,12,7,75
HEROIC,Nertz,13,14,2,66
HEROIC,TeSeS,8,16,4,57
