Team,Name,Kills,Deaths,Assists,ADR
FaZe,Twistzz,24,18,4,113
FaZe,broky,13,18,3,73
FaZe,rain,15,19,2,67
FaZe,olofmeister,9,17,2,41
FaZe,karrigan,8,20,4,43
Copenhagen Flames,roeJ,26,13,2,128
Copenhagen Flames,Jabbi,18,15,1,73
Copenhagen Flames,nicoodoz,18,11,2,81
Copenhagen Flames,HooXi,15,13,9,83
Copenhagen Flames,Zyphon,14,17,6,68
