Team,Name,Kills,Deaths,Assists,ADR
Evil Geniuses,CeRq,11,15,0,62
Evil Geniuses,oBo,11,17,1,70
Evil Geniuses,Brehze,5,17,3,49
Evil Geniuses,stanislaw,4,16,4,37
Evil Geniuses,MICHU,6,16,3,29
Copenhagen Flames,roeJ,19,6,2,100
Copenhagen Flames,Jabbi,16,6,3,85
Copenhagen Flames,nicoodoz,15,8,3,88
Copenhagen Flames,HooXi,15,9,4,97
Copenhagen Flames,Zyphon,16,8,3,82
