Team,Name,Kills,Deaths,Assists,ADR
Ninjas in Pyjamas,REZ,39,37,8,81
Ninjas in Pyjamas,dev1ce,33,34,7,61
Ninjas in Pyjamas,Plopski,24,38,9,60
Ninjas in Pyjamas,hampus,23,39,6,57
Ninjas in Pyjamas,LNZ,16,38,6,33
Gambit,sh1ro,51,23,8,99
Gambit,nafany,43,33,11,97
Gambit,Ax1Le,38,29,8,81
Gambit,interz,28,23,8,53
Gambit,Hobbit,26,29,9,58
