Team,Name,Kills,Deaths,Assists,ADR
ENCE,dycha,17,15,5,97
ENCE,Nertz,13,13,2,66
ENCE,SunPayus,11,15,1,54
ENCE,Maden,10,18,1,63
ENCE,Snappi,9,19,5,62
Into the Breach,CRUC1AL,19,6,5,93
Into the Breach,volt,18,13,6,95
Into the Breach,Thomas,15,17,6,81
Into the Breach,rallen,16,11,0,58
Into the Breach,CYPHER,12,13,4,64
