Team,Name,Kills,Deaths,Assists,ADR
Vitality,ZywOo,38,40,16,77
Vitality,Spinx,36,38,11,70
Vitality,mezii,39,40,11,70
Vitality,apEX,38,41,12,75
Vitality,flameZ,34,41,13,60
FaZe,frozen,45,36,22,86
FaZe,rain,43,44,16,82
FaZe,karrigan,38,42,12,72
FaZe,ropz,39,34,6,64
FaZe,broky,33,31,10,57
