Team,Name,Kills,Deaths,Assists,ADR
Natus Vincere,w0nderful,21,12,4,77
Natus Vincere,jL,18,15,6,84
Natus Vincere,b1t,18,16,3,75
Natus Vincere,iM,15,17,1,71
Natus Vincere,Aleksib,8,14,5,50
G2,huNter-,18,17,3,79
G2,m0NESY,18,15,2,74
G2,NiKo,12,15,5,64
G2,nexa,11,18,4,59
G2,HooXi,13,18,3,63
