Team,Name,Kills,Deaths,Assists,ADR
Bad News Eagles,rigoN,24,23,1,78
Bad News Eagles,sinnopsyy,26,20,4,98
Bad News Eagles,SENER1,19,16,2,65
Bad News Eagles,juanflatroo,14,19,7,79
Bad News Eagles,gxx-,15,19,5,52
Eternal Fire,woxic,23,16,5,89
Eternal Fire,imoRR,22,24,6,76
Eternal Fire,XANTARES,16,21,8,80
Eternal Fire,Calyx,17,18,4,57
Eternal Fire,xfl0ud,18,20,5,67
