Team,Name,Kills,Deaths,Assists,ADR
9INE,Goofy,23,17,8,97
9INE,Kylar,17,19,5,65
9INE,hades,17,18,3,52
9INE,KEi,18,24,2,58
9INE,mynio,11,20,8,56
GamerLegion,iM,23,17,5,86
GamerLegion,acoR,22,17,4,87
GamerLegion,Keoz,20,19,2,78
GamerLegion,isak,17,14,0,59
GamerLegion,siuhy,15,19,2,65
