Team,Name,Kills,Deaths,Assists,ADR
Astralis,blameF,25,11,3,117
Astralis,k0nfig,16,21,5,71
Astralis,Farlig,11,16,1,39
Astralis,gla1ve,11,19,6,59
Astralis,Xyp9x,9,19,4,50
Vitality,ZywOo,23,11,5,97
Vitality,misutaaa,18,15,5,83
Vitality,apEX,16,14,3,61
Vitality,dupreeh,14,16,6,64
Vitality,Magisk,15,16,6,81
