Team,Name,Kills,Deaths,Assists,ADR
FaZe,frozen,43,39,10,85
FaZe,ropz,33,33,5,70
FaZe,broky,34,34,11,75
FaZe,rain,32,42,12,70
FaZe,karrigan,24,44,13,62
Natus Vincere,b1t,51,34,14,105
Natus Vincere,jL,46,29,7,81
Natus Vincere,iM,32,41,12,66
Natus Vincere,Aleksib,32,38,19,80
Natus Vincere,w0nderful,27,27,9,54
