Team,Name,Kills,Deaths,Assists,ADR
Imperial,boltz,66,44,16,88
Imperial,FalleN,62,46,22,79
Imperial,fer,49,55,15,65
Imperial,VINI,43,49,16,66
Imperial,fnx,44,51,10,59
IHC,nin9,54,48,11,71
IHC,bLitz,55,57,11,78
IHC,sk0R,51,52,8,71
IHC,kabal,49,51,8,72
IHC,Techno4k,35,59,8,57
