Team,Name,Kills,Deaths,Assists,ADR
Spirit,degster,38,33,6,71
Spirit,mir,32,39,5,67
Spirit,sdy,25,34,6,62
Spirit,magixx,28,38,7,65
Spirit,chopper,21,39,10,50
Astralis,gla1ve,43,33,15,100
Astralis,Magisk,39,30,9,87
Astralis,dupreeh,38,32,5,80
Astralis,Xyp9x,32,27,7,61
Astralis,Lucky,31,23,4,61
