Team,Name,Kills,Deaths,Assists,ADR
Evil Geniuses,Brehze,20,17,0,82
Evil Geniuses,MICHU,17,17,5,83
Evil Geniuses,CeRq,12,17,4,67
Evil Geniuses,oBo,12,18,3,59
Evil Geniuses,stanislaw,4,18,3,35
FaZe,rain,32,14,7,154
FaZe,broky,17,12,3,70
FaZe,Twistzz,14,10,1,59
FaZe,olofmeister,13,13,3,67
FaZe,karrigan,11,16,2,71
