Team,Name,Kills,Deaths,Assists,ADR
Cloud9,electroNic,22,26,9,79
Cloud9,Ax1Le,23,25,6,70
Cloud9,Hobbit,16,22,7,59
Cloud9,Boombl4,18,28,3,41
Cloud9,Perfecto,14,20,5,47
Vitality,flameZ,35,19,8,107
Vitality,ZywOo,26,15,7,63
Vitality,Spinx,23,19,5,68
Vitality,mezii,20,18,11,65
Vitality,apEX,17,22,14,62
