Team,Name,Kills,Deaths,Assists,ADR
Virtus.pro,Qikert,67,50,20,87
Virtus.pro,YEKINDAR,60,53,16,75
Virtus.pro,buster,61,49,20,78
Virtus.pro,FL1T,60,47,12,76
Virtus.pro,Jame,47,43,8,53
Spirit,sdy,60,57,14,82
Spirit,magixx,48,62,11,69
Spirit,mir,51,61,17,66
Spirit,chopper,44,60,20,63
Spirit,degster,38,56,20,52
