Team,Name,Kills,Deaths,Assists,ADR
MOUZ,frozen,47,30,11,107
MOUZ,ropz,39,27,7,94
MOUZ,Bymas,42,28,9,87
MOUZ,acoR,36,26,11,73
MOUZ,dexter,31,26,12,71
ENCE,Spinx,35,34,5,72
ENCE,dycha,29,41,8,73
ENCE,doto,26,39,11,64
ENCE,Snappi,25,42,7,68
ENCE,hades,22,39,5,54
