Team,Name,Kills,Deaths,Assists,ADR
fnatic,mezii,63,55,16,75
fnatic,nicoodoz,62,48,11,64
fnatic,roeJ,60,58,18,76
fnatic,KRIMZ,54,61,11,65
fnatic,FASHR,45,64,19,69
G2,jks,77,53,8,89
G2,huNter-,67,58,14,75
G2,m0NESY,53,56,26,70
G2,NiKo,53,56,17,72
G2,HooXi,33,64,19,48
