Team,Name,Kills,Deaths,Assists,ADR
MOUZ,ropz,75,50,9,98
MOUZ,frozen,56,45,18,88
MOUZ,dexter,55,48,14,80
MOUZ,Bymas,48,39,13,69
MOUZ,acoR,46,45,8,50
Renegades,INS,61,55,8,91
Renegades,aliStair,50,55,11,68
Renegades,malta,41,52,11,60
Renegades,Hatz,40,61,12,65
Renegades,Sico,34,58,10,52
