Team,Name,Kills,Deaths,Assists,ADR
Monte,BOROS,42,45,7,90
Monte,kRaSnaL,29,34,6,69
Monte,DemQQ,29,34,3,60
Monte,Woro2k,25,37,7,53
Monte,sdy,25,29,3,51
Vitality,ZywOo,42,31,9,79
Vitality,Magisk,37,28,4,72
Vitality,dupreeh,37,30,14,86
Vitality,Spinx,35,30,5,70
Vitality,apEX,27,32,9,68
