Team,Name,Kills,Deaths,Assists,ADR
Ninjas in Pyjamas,dev1ce,24,19,6,97
Ninjas in Pyjamas,hampus,23,15,5,77
Ninjas in Pyjamas,Plopski,17,16,6,83
Ninjas in Pyjamas,REZ,16,17,3,58
Ninjas in Pyjamas,LNZ,9,16,7,34
MOUZ,frozen,19,17,5,85
MOUZ,ropz,20,16,2,62
MOUZ,dexter,19,20,6,75
MOUZ,acoR,14,19,4,49
MOUZ,Bymas,11,17,4,55
