Team,Name,Kills,Deaths,Assists,ADR
FaZe,broky,21,18,4,80
FaZe,ropz,17,18,2,70
FaZe,Twistzz,15,22,3,68
FaZe,karrigan,17,20,3,63
FaZe,rain,9,21,8,52
Into the Breach,CYPHER,19,17,9,94
Into the Breach,CRUC1AL,22,12,5,78
Into the Breach,volt,23,14,4,68
Into the Breach,rallen,18,14,6,73
Into the Breach,Thomas,15,23,8,70
