Team,Name,Kills,Deaths,Assists,ADR
Virtus.pro,Jame,14,13,4,75
Virtus.pro,n0rb3r7,12,14,6,80
Virtus.pro,FL1T,9,14,3,82
Virtus.pro,mir,11,13,1,56
Virtus.pro,fame,8,12,2,45
Imperial,noway,21,11,3,114
Imperial,Decenty,10,9,4,69
Imperial,VINI,14,12,6,76
Imperial,felps,10,13,6,62
Imperial,HEN1,9,9,6,53
