Team,Name,Kills,Deaths,Assists,ADR
Bad News Eagles,gxx-,33,14,2,105
Bad News Eagles,juanflatroo,20,19,10,99
Bad News Eagles,rigoN,25,17,1,75
Bad News Eagles,sinnopsyy,13,18,9,69
Bad News Eagles,SENER1,9,15,2,47
Imperial,fer,19,22,3,68
Imperial,VINI,17,18,4,85
Imperial,boltz,14,21,9,75
Imperial,fnx,16,20,4,63
Imperial,FalleN,16,20,4,58
