Team,Name,Kills,Deaths,Assists,ADR
FURIA,yuurih,25,28,3,62
FURIA,KSCERATO,22,30,8,69
FURIA,arT,26,35,6,63
FURIA,saffee,24,30,4,50
FURIA,drop,16,34,4,48
G2,huNter-,39,21,8,86
G2,m0NESY,35,24,11,74
G2,NiKo,35,25,6,83
G2,HooXi,23,20,6,55
G2,jks,25,24,5,65
