Team,Name,Kills,Deaths,Assists,ADR
Apeks,jL,23,15,3,110
Apeks,jkaem,19,14,4,92
Apeks,kyxsan,15,15,4,76
Apeks,STYKO,13,16,4,66
Apeks,nawwk,9,11,3,46
Bad News Eagles,gxx-,19,12,1,89
Bad News Eagles,juanflatroo,18,17,1,73
Bad News Eagles,sinnopsyy,13,15,3,70
Bad News Eagles,rigoN,12,18,3,67
Bad News Eagles,SENER1,7,17,4,67
