Team,Name,Kills,Deaths,Assists,ADR
Complexity,floppy,15,19,2,67
Complexity,JT,16,20,4,75
Complexity,FaNg,15,18,4,69
Complexity,Grim,10,20,6,49
Complexity,Junior,8,18,6,32
Outsiders,Jame,23,5,4,89
Outsiders,YEKINDAR,20,18,2,85
Outsiders,Qikert,19,14,3,77
Outsiders,buster,18,13,3,75
Outsiders,FL1T,14,15,7,77
