Team,Name,Kills,Deaths,Assists,ADR
9INE,KEi,16,18,1,85
9INE,Kylar,13,18,5,68
9INE,hades,13,16,5,58
9INE,mynio,11,20,6,63
9INE,Goofy,10,17,0,45
Liquid,NAF,23,13,4,110
Liquid,nitr0,20,12,7,94
Liquid,oSee,16,9,7,70
Liquid,YEKINDAR,16,15,4,69
Liquid,EliGE,14,14,2,57
