Team,Name,Kills,Deaths,Assists,ADR
Virtus.pro,YEKINDAR,59,57,14,89
Virtus.pro,buster,59,53,16,79
Virtus.pro,FL1T,52,53,15,76
Virtus.pro,Jame,56,44,10,56
Virtus.pro,Qikert,52,49,14,66
MOUZ,Bymas,58,53,13,75
MOUZ,frozen,60,57,12,78
MOUZ,dexter,48,65,23,73
MOUZ,ropz,40,48,12,54
MOUZ,acoR,45,58,5,49
