Team,Name,Kills,Deaths,Assists,ADR
Vitality,ZywOo,17,15,4,80
Vitality,Spinx,14,15,1,59
Vitality,apEX,13,14,3,70
Vitality,flameZ,8,15,6,58
Vitality,mezii,7,15,5,45
Eternal Fire,XANTARES,20,12,8,114
Eternal Fire,woxic,13,10,6,60
Eternal Fire,MAJ3R,14,14,4,72
Eternal Fire,Wicadia,17,13,1,64
Eternal Fire,Calyx,10,11,3,46
