Team,Name,Kills,Deaths,Assists,ADR
Bad News Eagles,juanflatroo,24,20,4,88
Bad News Eagles,SENER1,22,16,5,81
Bad News Eagles,rigoN,22,20,6,91
Bad News Eagles,sinnopsyy,15,16,5,58
Bad News Eagles,gxx-,11,16,2,46
G2,NiKo,27,16,1,98
G2,m0NESY,17,19,3,68
G2,jks,16,17,6,69
G2,HooXi,14,23,1,58
G2,huNter-,12,19,3,55
