Team,Name,Kills,Deaths,Assists,ADR
Natus Vincere,b1t,44,20,7,96
Natus Vincere,electroNic,45,30,9,98
Natus Vincere,s1mple,43,29,8,88
Natus Vincere,Perfecto,24,25,6,54
Natus Vincere,Boombl4,27,28,5,55
Ninjas in Pyjamas,hampus,38,34,8,83
Ninjas in Pyjamas,dev1ce,33,36,6,74
Ninjas in Pyjamas,Plopski,23,38,4,56
Ninjas in Pyjamas,LNZ,20,36,8,45
Ninjas in Pyjamas,REZ,18,40,5,51
