Team,Name,Kills,Deaths,Assists,ADR
Vitality,Spinx,26,16,5,87
Vitality,ZywOo,25,16,3,80
Vitality,apEX,19,18,9,83
Vitality,dupreeh,16,17,9,71
Vitality,Magisk,16,20,6,75
ENCE,Nertz,27,17,5,102
ENCE,dycha,19,22,3,69
ENCE,SunPayus,16,18,4,59
ENCE,Snappi,9,21,10,59
ENCE,Maden,16,25,2,69
