Team,Name,Kills,Deaths,Assists,ADR
Astralis,dupreeh,43,34,5,74
Astralis,gla1ve,42,36,12,83
Astralis,Xyp9x,44,43,12,83
Astralis,Magisk,34,37,13,68
Astralis,Lucky,27,34,9,51
paiN,saffee,43,33,7,74
paiN,NEKIZ,41,44,9,81
paiN,hardzao,38,41,8,67
paiN,biguzera,33,34,12,64
paiN,PKL,27,40,12,57
