Team,Name,Kills,Deaths,Assists,ADR
MIBR,JOTA,47,30,12,94
MIBR,Tuurtle,48,32,9,90
MIBR,exit,37,25,7,65
MIBR,chelo,33,36,6,63
MIBR,WOOD7,21,30,11,52
Eternal Fire,XANTARES,36,42,10,78
Eternal Fire,woxic,32,32,5,61
Eternal Fire,xfl0ud,28,38,16,70
Eternal Fire,imoRR,28,38,6,56
Eternal Fire,Calyx,26,38,7,55
