Team,Name,Kills,Deaths,Assists,ADR
Eternal Fire,Wicadia,36,39,7,82
Eternal Fire,MAJ3R,36,34,13,82
Eternal Fire,Calyx,33,30,10,75
Eternal Fire,woxic,34,30,4,65
Eternal Fire,XANTARES,30,37,9,71
Natus Vincere,w0nderful,48,33,9,96
Natus Vincere,jL,33,33,16,80
Natus Vincere,iM,34,32,8,66
Natus Vincere,b1t,35,38,8,76
Natus Vincere,Aleksib,19,35,12,51
